datetime_created,count_retweet,count_favorite,statistic_importance,sentiment,count_follow,count_follower,count_tweet,count_list
2020-06-30,0.0684290238193583,0.0936960462354366,0.1251586304217574,0.063252278154086,0.1207823365754963,0.0630651978895123,0.1044385366484724,0.0552767643423566
2020-07-31,0.0463077699756758,0.0437837432785936,0.0490059749946019,0.0403001803031041,0.0569190805928937,0.0518164377337366,0.0481571197057984,0.0535116720177801
2020-08-31,0.0155124145210886,0.013222696067927,0.0113881851769628,0.0130110618390916,0.0263651229349289,0.0147133821350713,0.0183677727817216,0.019336891436252
2020-09-30,0.0285465142962045,0.0234543685624758,0.0390797950541225,0.0096486525997758,0.0274431196928645,0.0259061468717322,0.0240149912692189,0.0311120927246264
2020-10-31,0.0,0.0,0.0063218701586561,0.0,0.0,0.0137589606452011,0.0,0.0099700435625671
2020-11-30,0.060489237688742,0.0415656032584898,0.0312876729142983,0.0294819940548706,0.0369754751227308,0.0302802416823683,0.0397602727949002,0.0404422978695474
2020-12-31,0.0684290238193583,0.0398339811440671,0.0070267070029572,0.0398128746162467,0.0393549409836036,0.0115704082995956,0.0321895101357749,0.0117731879516291
2021-01-31,0.007021891780256,0.004802735096169,0.0037220639263055,0.0009258808050289,0.0058244476261091,0.0034439618929629,0.0047735509954706,0.002565595014495
2021-02-28,0.016935150764147,0.0147086493901585,0.0,0.0080892744018322,0.0117858593112047,0.0,0.0124150866361075,0.0
2021-03-31,0.0083069438707604,0.0067293823967873,0.0010817806610483,0.0025339895716583,0.0069339126973165,0.0047645528153996,0.0076218018682085,0.0032807322264142
2021-04-30,0.0254256735049795,0.0312647310867818,0.0654605786581738,0.0231470201257248,0.0315834802002496,0.0368273438863371,0.0310123707362261,0.0464478800470073
2021-05-31,0.0477305062187342,0.0489631875745083,0.0274765607780735,0.0428829004434481,0.0494966105018397,0.0237449079451556,0.0408066637538744,0.0305717131421965
2021-06-30,0.298591032172197,0.3893369698055665,0.2289347662709742,0.350177866575703,0.3047334376559182,0.174289898456823,0.3105329165640411,0.172367194771606
2021-07-31,0.1593923539400615,0.1858710616564824,0.1793575631513151,0.0911748940110131,0.142072898240525,0.2601589958937296,0.1651289272467525,0.2380633794380736
2021-08-31,0.0663178668135297,0.0940805827906179,0.0584552702182753,0.07509380634472,0.0647734710288925,0.0615294337643211,0.0682860346858847,0.0583235468389707
2021-09-30,0.1685712974436642,0.049004691818542,0.0334287876100511,0.0354758540032162,0.0357671687893483,0.0309554377153497,0.037227147608873,0.0277699537274815
2021-10-31,0.023498095369223,0.0350253501078244,0.022307098903279,0.0302616831538424,0.0272950352524962,0.0158344661999998,0.0283520804161484,0.013034342088865
2021-11-30,0.1522786727247694,0.1729130172584959,0.0973901083340361,0.1741630524828225,0.1219725722891334,0.1034573063065813,0.1431955008726848,0.0988409421691166
2021-12-31,1.0,1.0,0.899345274701648,1.0000000000000002,1.0,1.0,1.0,1.0
2022-01-31,0.2427371609527743,0.3689565061870514,1.0,0.1539885970469275,0.3731269773058451,0.239065589859109,0.3628973534301975,0.231180787774375
2022-02-28,0.0613612373215842,0.0545096408504552,0.0762239894253762,0.0792846352516934,0.0643956146657719,0.0410663066995835,0.0528786377821401,0.0367482276093297
2022-03-31,0.0318050392399834,0.0272113905438994,0.018878398118678,0.054188392378539,0.0518210068144869,0.0220336544791097,0.0269387278082359,0.0285386456968249
2022-04-30,0.0793060718711276,0.1080060875500367,0.118899914681108,0.1401003849714926,0.1075771498639971,0.0567243223924457,0.1019307718948687,0.0619755383612123
2022-05-31,0.0530542934508238,0.0699563882867397,0.0841529279464889,0.0812338579991228,0.0608690341445986,0.0689700880280149,0.0647368891760521,0.0739631466762125
2022-06-30,0.0658130249208316,0.0979331778604829,0.1908620995503895,0.1049169143803908,0.0828788123905892,0.0663575183406948,0.0873347594746523,0.0757350843457229
2022-07-31,0.1082656386249942,0.133315684958053,0.0753754997938747,0.1060377174601627,0.0972791443458036,0.0323062122523248,0.1089994789168981,0.0333305884842372
2022-08-31,0.0195511496626738,0.0455987721825365,0.0280098494493908,0.0432240144242483,0.0429852131460653,0.0255023289882181,0.0447067489745074,0.0255343446055359
2022-09-30,0.0527789251457157,0.0729795795174859,0.1072403949158411,0.0730958530286048,0.0667719455255104,0.137545263095432,0.0894960794190634,0.1301736966010244
2022-10-31,0.0332277754830419,0.0395911728804913,0.0334988009740334,0.0504361385897373,0.0364735496109493,0.0478178263562746,0.0471699746918057,0.0448617733590852
2022-11-30,0.0444719812749552,0.0517482569396231,0.0851052783083372,0.0519955167876809,0.0403744965883202,0.0690450190880722,0.0557710819752932,0.0688253126359631
2022-12-31,0.3650465831382808,0.3533051612327516,0.4136877419878544,0.3388723746406121,0.3199157749412261,0.447764140396907,0.3793593825408999,0.440414795689607
2023-01-31,0.1044563770709991,0.1374411912527429,0.4190288739120014,0.1534038302226987,0.1493621012078922,0.5100570395150907,0.2236706733565456,0.5390507801780554
2023-02-28,,,,,,,,
